Number of Vehicles,Accident Date,Time (24hr),Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle,Accident Year,Age Group of Casualty,Time Period
2,2010-09-11,1730,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,34,Other Vehicle ,2010,Adult,Noon
2,2010-09-11,1730,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,46,Other Vehicle ,2010,Adult,Noon
1,2010-09-12,5,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,25,Car,2010,Adult,Midnight
2,2010-09-12,1633,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,7,Pedal cycle,2010,Child,Noon
2,2010-09-12,450,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,32,Car,2010,Adult,Midnight
2,2010-09-12,450,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,33,Car,2010,Adult,Midnight
1,2010-09-12,1920,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,47,Motorcycle over 500cc,2010,Adult,Night
1,2010-09-12,1920,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,49,Motorcycle over 500cc,2010,Adult,Night
3,2010-09-13,1630,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,49,Car,2010,Adult,Noon
3,2010-09-13,1630,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,55,Car,2010,Adult,Noon
3,2010-09-13,1630,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car,2010,Adult,Noon
3,2010-09-13,1630,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,51,Car,2010,Adult,Noon
1,2010-09-13,1513,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,11,Car,2010,Child,Noon
1,2010-09-13,1513,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,63,Car,2010,Adult,Noon
2,2010-09-13,1530,Dry,Daylight: street lights present,Other,Driver,Slight,Female,45,Car,2010,Adult,Noon
2,2010-09-13,1530,Dry,Daylight: street lights present,Other,Driver,Slight,Female,51,Car,2010,Adult,Noon
2,2010-09-13,1530,Dry,Daylight: street lights present,Other,Passenger,Slight,Female,15,Car,2010,Child,Noon
2,2010-09-13,1530,Dry,Daylight: street lights present,Other,Passenger,Slight,Female,54,Car,2010,Adult,Noon
2,2010-09-13,820,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Car,2010,Adult,Daytime
2,2010-09-13,2010,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,23,Car,2010,Adult,Night
2,2010-09-13,2010,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Serious,Male,20,Car,2010,Adult,Night
2,2010-09-13,2010,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Passenger,Slight,Male,19,Car,2010,Adult,Night
2,2010-09-13,2010,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Passenger,Slight,Male,20,Car,2010,Adult,Night
2,2010-09-13,800,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car,2010,Adult,Daytime
3,2010-09-13,1630,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Goods vehicle 3.5 tonnes mgw and under,2010,Adult,Noon
3,2010-09-13,1630,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car,2010,Adult,Noon
1,2010-09-13,1510,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car,2010,Adult,Noon
2,2010-09-14,1700,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Female,47,Car,2010,Adult,Noon
2,2010-09-14,1730,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car,2010,Adult,Noon
2,2010-09-14,1730,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,Car,2010,Adult,Noon
3,2010-09-14,805,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,26,Car,2010,Adult,Daytime
3,2010-09-14,918,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Male,27,Car,2010,Adult,Daytime
3,2010-09-14,918,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Female,39,Car,2010,Adult,Daytime
2,2010-09-14,1115,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,Car,2010,Adult,Daytime
2,2010-09-14,830,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car,2010,Adult,Daytime
2,2010-09-14,1645,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,12,Pedal cycle,2010,Child,Noon
1,2010-09-14,1847,Wet / Damp,Daylight: street lights present,Fine with high winds,Pedestrian,Slight,Male,18,Car,2010,Adult,Night
1,2010-09-14,1920,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,8,Car,2010,Child,Night
2,2010-09-14,1235,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Car,2010,Adult,Noon
2,2010-09-14,1430,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Goods vehicle 3.5 tonnes mgw and under,2010,Adult,Noon
2,2010-09-14,1430,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,78,Bus or coach (17 or more passenger seats),2010,Elderly,Noon
2,2010-09-14,1430,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,53,Bus or coach (17 or more passenger seats),2010,Adult,Noon
2,2010-09-14,1430,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,30,Bus or coach (17 or more passenger seats),2010,Adult,Noon
2,2010-09-14,1430,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,44,Bus or coach (17 or more passenger seats),2010,Adult,Noon
2,2010-09-14,1430,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,71,Bus or coach (17 or more passenger seats),2010,Elderly,Noon
2,2010-09-14,1430,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,42,Bus or coach (17 or more passenger seats),2010,Adult,Noon
2,2010-09-14,1430,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,62,Bus or coach (17 or more passenger seats),2010,Adult,Noon
2,2010-09-14,1430,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,43,Goods vehicle 3.5 tonnes mgw and under,2010,Adult,Noon
4,2010-09-14,740,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,44,Car,2010,Adult,Daytime
4,2010-09-14,740,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,30,Car,2010,Adult,Daytime
2,2010-09-15,1110,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Female,32,Car,2010,Adult,Daytime
2,2010-09-15,1110,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Female,51,Car,2010,Adult,Daytime
2,2010-09-16,805,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Pedal cycle,2010,Adult,Daytime
2,2010-09-16,2142,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,44,Car,2010,Adult,Night
2,2010-09-16,2142,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,15,Car,2010,Child,Night
2,2010-09-16,2142,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,15,Car,2010,Child,Night
2,2010-09-16,1415,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Motorcycle over 500cc,2010,Adult,Noon
2,2010-09-16,1435,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,80,Car,2010,Elderly,Noon
2,2010-09-16,1435,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Car,2010,Adult,Noon
2,2010-09-16,1435,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31,Car,2010,Adult,Noon
2,2010-09-16,1435,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,45,Car,2010,Adult,Noon
2,2010-09-16,2200,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,49,Car,2010,Adult,Night
1,2010-09-17,1605,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,83,Bus or coach (17 or more passenger seats),2010,Elderly,Noon
2,2010-09-17,1855,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car,2010,Adult,Night
2,2010-09-17,1855,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,17,Car,2010,Child,Night
2,2010-09-17,945,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car,2010,Adult,Daytime
3,2010-09-17,425,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,28,Car,2010,Adult,Midnight
2,2010-09-17,740,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,Car,2010,Adult,Daytime
2,2010-09-17,740,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,Motorcycle over 125cc and up to 500cc,2010,Adult,Daytime
1,2010-09-17,1705,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,67,Bus or coach (17 or more passenger seats),2010,Elderly,Noon
3,2010-09-17,2210,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Female,25,Car,2010,Adult,Night
3,2010-09-17,2210,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,24,Car,2010,Adult,Night
3,2010-09-17,2210,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,22,Car,2010,Adult,Night
2,2010-09-18,2253,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,22,Car,2010,Adult,Night
2,2010-09-18,1905,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,74,Car,2010,Elderly,Night
2,2010-09-18,1905,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,20,Car,2010,Adult,Night
1,2010-09-18,1645,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,9,Car,2010,Child,Noon
2,2010-09-18,1405,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,61,Bus or coach (17 or more passenger seats),2010,Adult,Noon
2,2010-09-18,2130,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,15,Car,2010,Child,Night
1,2010-09-18,845,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22,Goods vehicle 7.5 tonnes mgw and over,2010,Adult,Daytime
2,2010-09-18,1735,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,53,Car,2010,Adult,Noon
2,2010-09-18,1735,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,16,Car,2010,Child,Noon
2,2010-09-19,1206,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,49,Car,2010,Adult,Noon
2,2010-09-19,1206,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Serious,Male,30,Car,2010,Adult,Noon
2,2010-09-19,1206,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,18,Car,2010,Adult,Noon
2,2010-09-19,1206,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,23,Car,2010,Adult,Noon
2,2010-09-19,245,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,21,Car,2010,Adult,Midnight
2,2010-09-19,245,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,37,Taxi/Private hire car,2010,Adult,Midnight
2,2010-09-19,245,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,23,Taxi/Private hire car,2010,Adult,Midnight
2,2010-09-19,245,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,22,Taxi/Private hire car,2010,Adult,Midnight
2,2010-09-19,245,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Taxi/Private hire car,2010,Adult,Midnight
2,2010-09-19,245,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,19,Car,2010,Adult,Midnight
2,2010-09-19,245,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,24,Car,2010,Adult,Midnight
2,2010-09-19,1450,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,14,Car,2010,Child,Noon
2,2010-09-20,1620,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,15,Pedal cycle,2010,Child,Noon
1,2010-09-20,1951,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,15,Car,2010,Child,Night
2,2010-09-20,1305,Dry,Daylight: street lights present,Fine without high winds,Driver,Fatal,Female,89,Car,2010,Elderly,Noon
1,2010-09-20,750,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Fatal,Female,15,Car,2010,Child,Daytime
1,2010-09-21,840,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,13,Bus or coach (17 or more passenger seats),2010,Child,Daytime
2,2010-09-21,620,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,53,Motorcycle over 125cc and up to 500cc,2010,Adult,Daytime
3,2010-09-21,910,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car,2010,Adult,Daytime
3,2010-09-21,910,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Car,2010,Adult,Daytime
3,2010-09-21,910,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,Car,2010,Adult,Daytime
2,2010-09-21,1515,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,Car,2010,Adult,Noon
3,2010-09-21,920,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,52,Taxi/Private hire car,2010,Adult,Daytime
1,2010-09-21,1945,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,13,Car,2010,Child,Night
2,2010-09-22,900,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Car,2010,Adult,Daytime
2,2010-09-22,840,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Pedal cycle,2010,Adult,Daytime
2,2010-09-22,1625,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Motorcycle over 50cc and up to 125cc,2010,Adult,Noon
2,2010-09-22,1726,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Car,2010,Adult,Noon
2,2010-09-22,1726,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,28,Pedal cycle,2010,Adult,Noon
1,2010-09-22,1820,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,55,Bus or coach (17 or more passenger seats),2010,Adult,Night
1,2010-09-22,1820,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,26,Bus or coach (17 or more passenger seats),2010,Adult,Night
2,2010-09-22,1500,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Motorcycle over 500cc,2010,Adult,Noon
2,2010-09-22,1640,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Motorcycle over 50cc and up to 125cc,2010,Adult,Noon
2,2010-09-22,1815,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,25,Pedal cycle,2010,Adult,Night
2,2010-09-22,1145,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,46,Car,2010,Adult,Daytime
1,2010-09-23,1507,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,47,Bus or coach (17 or more passenger seats),2010,Adult,Noon
1,2010-09-23,2118,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Serious,Male,18,Car,2010,Adult,Night
2,2010-09-23,2009,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Serious,Male,19,Motorcycle over 125cc and up to 500cc,2010,Adult,Night
2,2010-09-23,135,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,19,Car,2010,Adult,Midnight
2,2010-09-23,135,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,26,Car,2010,Adult,Midnight
1,2010-09-23,430,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,27,Car,2010,Adult,Midnight
1,2010-09-23,430,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,22,Car,2010,Adult,Midnight
1,2010-09-23,430,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,17,Car,2010,Child,Midnight
1,2010-09-24,1530,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,30,Car,2010,Adult,Noon
